DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER
2020-05-15 06:00:00,4136001,4UPUqMRk7TRMgml,15.40666667
2020-05-15 06:00:00,4136001,81aHJ1q11NBPMrL,14.77333333
2020-05-15 06:00:00,4136001,9kRcWv60rDACzjR,15.38
2020-05-15 06:00:00,4136001,Et9kgGMDl729KT4,14.97333333
2020-05-15 06:00:00,4136001,IQ2d7wF4YD8zU1Q,15.16
2020-05-15 06:00:00,4136001,LYwnQax7tkwH5Cb,15.56666667
2020-05-15 06:00:00,4136001,LlT2YUhhzqhg5Sw,15.18
2020-05-15 06:00:00,4136001,Mx2yZCDsyf6DPfv,15.1
2020-05-15 06:00:00,4136001,NgDl19wMapZy17u,14.98666667
2020-05-15 06:00:00,4136001,PeE6FRyGXUgsRhN,14.50666667
2020-05-15 06:00:00,4136001,Qf4GUc1pJu5T6c6,15.71333333
2020-05-15 06:00:00,4136001,Quc1TzYxW2pYoWX,11.42
2020-05-15 06:00:00,4136001,V94E5Ben1TlhnDV,15.20666667
2020-05-15 06:00:00,4136001,WcxssY2VbP4hApt,15.74666667
2020-05-15 06:00:00,4136001,mqwcsP2rE7J0TFp,16.46666667
2020-05-15 06:00:00,4136001,oZ35aAeoifZaQzV,16.62666667
2020-05-15 06:00:00,4136001,oZZkBaNadn6DNKz,14.96666667
2020-05-15 06:00:00,4136001,q49J1IKaHRwDQnt,15.39333333
2020-05-15 06:00:00,4136001,rrq4fwE8jgrTyWY,15.06666667
2020-05-15 06:00:00,4136001,vOuJvMaM2sgwLmb,15.65333333
2020-05-15 06:00:00,4136001,xMbIugepa2P7lBB,15.11333333
2020-05-15 06:00:00,4136001,xoJJ8DcxJEcupym,13.58666667
2020-05-15 06:15:00,4136001,4UPUqMRk7TRMgml,27.43333333
2020-05-15 06:15:00,4136001,81aHJ1q11NBPMrL,25.20666667
2020-05-15 06:15:00,4136001,9kRcWv60rDACzjR,27.44666667
2020-05-15 06:15:00,4136001,Et9kgGMDl729KT4,24.64285714
2020-05-15 06:15:00,4136001,IQ2d7wF4YD8zU1Q,27.22
2020-05-15 06:15:00,4136001,LYwnQax7tkwH5Cb,26.22857143
2020-05-15 06:15:00,4136001,LlT2YUhhzqhg5Sw,26.46428571
2020-05-15 06:15:00,4136001,Mx2yZCDsyf6DPfv,28.60666667
2020-05-15 06:15:00,4136001,NgDl19wMapZy17u,26.84666667
2020-05-15 06:15:00,4136001,PeE6FRyGXUgsRhN,26.24666667
2020-05-15 06:15:00,4136001,Qf4GUc1pJu5T6c6,27.98
2020-05-15 06:15:00,4136001,Quc1TzYxW2pYoWX,21.00714286
2020-05-15 06:15:00,4136001,V94E5Ben1TlhnDV,27.17333333
2020-05-15 06:15:00,4136001,WcxssY2VbP4hApt,28.11333333
2020-05-15 06:15:00,4136001,mqwcsP2rE7J0TFp,27.84666667
2020-05-15 06:15:00,4136001,oZ35aAeoifZaQzV,27.41333333
2020-05-15 06:15:00,4136001,oZZkBaNadn6DNKz,27.59333333
2020-05-15 06:15:00,4136001,q49J1IKaHRwDQnt,26.82142857
2020-05-15 06:15:00,4136001,rrq4fwE8jgrTyWY,26.32857143
2020-05-15 06:15:00,4136001,vOuJvMaM2sgwLmb,27.85333333
2020-05-15 06:15:00,4136001,xMbIugepa2P7lBB,26.78666667
2020-05-15 06:15:00,4136001,xoJJ8DcxJEcupym,25.92
2020-05-15 06:30:00,4136001,4UPUqMRk7TRMgml,58.88571429
2020-05-15 06:30:00,4136001,81aHJ1q11NBPMrL,55.37857143
2020-05-15 06:30:00,4136001,9kRcWv60rDACzjR,60.34285714
2020-05-15 06:30:00,4136001,Et9kgGMDl729KT4,51.98
2020-05-15 06:30:00,4136001,IQ2d7wF4YD8zU1Q,62.36666667
2020-05-15 06:30:00,4136001,LYwnQax7tkwH5Cb,59.15333333
2020-05-15 06:30:00,4136001,LlT2YUhhzqhg5Sw,58.78
2020-05-15 06:30:00,4136001,Mx2yZCDsyf6DPfv,59.11428571
2020-05-15 06:30:00,4136001,NgDl19wMapZy17u,61.4
2020-05-15 06:30:00,4136001,PeE6FRyGXUgsRhN,56.11428571
2020-05-15 06:30:00,4136001,Qf4GUc1pJu5T6c6,59.99285714
2020-05-15 06:30:00,4136001,Quc1TzYxW2pYoWX,44.55333333
2020-05-15 06:30:00,4136001,V94E5Ben1TlhnDV,57.52857143
2020-05-15 06:30:00,4136001,WcxssY2VbP4hApt,61.4
2020-05-15 06:30:00,4136001,mqwcsP2rE7J0TFp,63.26
2020-05-15 06:30:00,4136001,oZ35aAeoifZaQzV,60.85714286
2020-05-15 06:30:00,4136001,oZZkBaNadn6DNKz,58.54285714
2020-05-15 06:30:00,4136001,q49J1IKaHRwDQnt,59.15333333
2020-05-15 06:30:00,4136001,rrq4fwE8jgrTyWY,58.77333333
2020-05-15 06:30:00,4136001,vOuJvMaM2sgwLmb,59.95714286
2020-05-15 06:30:00,4136001,xMbIugepa2P7lBB,61.1
2020-05-15 06:30:00,4136001,xoJJ8DcxJEcupym,55.57142857
2020-05-15 06:45:00,4136001,4UPUqMRk7TRMgml,158.0133333
2020-05-15 06:45:00,4136001,81aHJ1q11NBPMrL,149.04
2020-05-15 06:45:00,4136001,9kRcWv60rDACzjR,161.9133333
2020-05-15 06:45:00,4136001,Et9kgGMDl729KT4,141.4733333
2020-05-15 06:45:00,4136001,IQ2d7wF4YD8zU1Q,164.6785714
2020-05-15 06:45:00,4136001,LYwnQax7tkwH5Cb,164.4066667
2020-05-15 06:45:00,4136001,LlT2YUhhzqhg5Sw,162.3
2020-05-15 06:45:00,4136001,Mx2yZCDsyf6DPfv,157.0533333
2020-05-15 06:45:00,4136001,NgDl19wMapZy17u,162.8928571
2020-05-15 06:45:00,4136001,PeE6FRyGXUgsRhN,149.7066667
2020-05-15 06:45:00,4136001,Qf4GUc1pJu5T6c6,159.3666667
2020-05-15 06:45:00,4136001,Quc1TzYxW2pYoWX,121.8266667
2020-05-15 06:45:00,4136001,V94E5Ben1TlhnDV,155.1533333
2020-05-15 06:45:00,4136001,WcxssY2VbP4hApt,165.06
2020-05-15 06:45:00,4136001,mqwcsP2rE7J0TFp,166.9785714
2020-05-15 06:45:00,4136001,oZ35aAeoifZaQzV,160.32
2020-05-15 06:45:00,4136001,oZZkBaNadn6DNKz,156.58
2020-05-15 06:45:00,4136001,q49J1IKaHRwDQnt,162.8866667
2020-05-15 06:45:00,4136001,rrq4fwE8jgrTyWY,161.9933333
2020-05-15 06:45:00,4136001,vOuJvMaM2sgwLmb,160.9666667
2020-05-15 06:45:00,4136001,xMbIugepa2P7lBB,160.7071429
2020-05-15 06:45:00,4136001,xoJJ8DcxJEcupym,147.58
2020-05-15 07:00:00,4136001,4UPUqMRk7TRMgml,313.8333333
2020-05-15 07:00:00,4136001,81aHJ1q11NBPMrL,292.16
2020-05-15 07:00:00,4136001,9kRcWv60rDACzjR,312.4933333
2020-05-15 07:00:00,4136001,Et9kgGMDl729KT4,285.9
2020-05-15 07:00:00,4136001,IQ2d7wF4YD8zU1Q,310.3866667
2020-05-15 07:00:00,4136001,LYwnQax7tkwH5Cb,314.9066667
2020-05-15 07:00:00,4136001,LlT2YUhhzqhg5Sw,310.4533333
2020-05-15 07:00:00,4136001,Mx2yZCDsyf6DPfv,314.06
2020-05-15 07:00:00,4136001,NgDl19wMapZy17u,306.74
2020-05-15 07:00:00,4136001,PeE6FRyGXUgsRhN,300.18
2020-05-15 07:00:00,4136001,Qf4GUc1pJu5T6c6,315.7
2020-05-15 07:00:00,4136001,Quc1TzYxW2pYoWX,246.7066667
2020-05-15 07:00:00,4136001,V94E5Ben1TlhnDV,311.4133333
2020-05-15 07:00:00,4136001,WcxssY2VbP4hApt,321.92
2020-05-15 07:00:00,4136001,mqwcsP2rE7J0TFp,314.08
2020-05-15 07:00:00,4136001,oZ35aAeoifZaQzV,316.48
2020-05-15 07:00:00,4136001,oZZkBaNadn6DNKz,312.8
2020-05-15 07:00:00,4136001,q49J1IKaHRwDQnt,313.7
2020-05-15 07:00:00,4136001,rrq4fwE8jgrTyWY,307.6933333
2020-05-15 07:00:00,4136001,vOuJvMaM2sgwLmb,316.6333333
2020-05-15 07:00:00,4136001,xMbIugepa2P7lBB,301.4333333
2020-05-15 07:00:00,4136001,xoJJ8DcxJEcupym,293.58
2020-05-15 07:15:00,4136001,4UPUqMRk7TRMgml,393.56
2020-05-15 07:15:00,4136001,81aHJ1q11NBPMrL,364.2133333
2020-05-15 07:15:00,4136001,9kRcWv60rDACzjR,385.7733333
2020-05-15 07:15:00,4136001,Et9kgGMDl729KT4,361.3466667
2020-05-15 07:15:00,4136001,IQ2d7wF4YD8zU1Q,382.48
2020-05-15 07:15:00,4136001,LYwnQax7tkwH5Cb,385.2866667
2020-05-15 07:15:00,4136001,LlT2YUhhzqhg5Sw,380.8866667
2020-05-15 07:15:00,4136001,Mx2yZCDsyf6DPfv,391.8133333
2020-05-15 07:15:00,4136001,NgDl19wMapZy17u,377.1733333
2020-05-15 07:15:00,4136001,PeE6FRyGXUgsRhN,377.1933333
2020-05-15 07:15:00,4136001,Qf4GUc1pJu5T6c6,395.3933333
2020-05-15 07:15:00,4136001,Quc1TzYxW2pYoWX,312.2466667
2020-05-15 07:15:00,4136001,V94E5Ben1TlhnDV,393.5
2020-05-15 07:15:00,4136001,WcxssY2VbP4hApt,400.02
2020-05-15 07:15:00,4136001,mqwcsP2rE7J0TFp,385.42
2020-05-15 07:15:00,4136001,oZ35aAeoifZaQzV,400.2
